Time,Z4383,Z8722,Z9657,Z8246,Z0353,Z0113,Z3993,Z1140,Z6623,Z3162,Z8043,Z1326,Z8397,Z3240,Z3953,Z6782,Z8627,Z5758,Z6929,Z6872
2025-01-22 14:24:13,20.62,20.23,3.26,24.67,22.77,0.87,3.53,1.52,1.89,0.75,1.97,4.25,1.11,4.76,0.93,22.94,0.51,21.48,26.39,2.47
2025-01-22 14:24:14,2.76,2.2,3.89,27.17,0.66,2.86,21.2,4.78,3.57,4.41,2.2,1.68,1.42,1.16,2.32,1.29,1.13,1.05,24.59,24.47
2025-01-22 14:24:15,22.41,0.66,1.66,22.36,2.83,1.1,20.83,4.44,27.68,20.44,2.23,1.63,0.94,3.25,1.24,3.25,1.02,20.11,20.21,0.65
2025-01-22 14:24:16,20.44,4.59,4.74,20.32,21.51,1.79,28.24,1.01,21.02,24.31,1.33,1.74,2.87,1.05,25.42,27.16,23.52,1.71,1.51,26.25
2025-01-22 14:24:17,1.33,2.59,4.93,28.68,28.68,4.58,3.59,1.14,3.73,3.25,27.4,22.15,0.56,26.12,27.89,24.04,28.27,22.55,3.38,23.89
2025-01-22 14:24:18,1.0,24.42,0.98,2.74,3.85,28.17,3.92,3.06,1.8,4.3,1.57,4.92,4.78,0.76,26.76,1.89,1.89,0.72,27.84,22.98
2025-01-22 14:24:19,24.56,22.58,26.33,4.75,2.61,1.82,3.18,2.52,0.54,0.62,1.61,1.94,0.53,0.89,1.76,24.7,4.73,23.96,28.71,1.44
2025-01-22 14:24:20,27.49,24.42,25.58,27.14,26.16,22.68,28.92,28.74,23.49,2.84,3.16,3.64,3.51,3.18,1.01,4.24,23.37,1.82,0.77,1.82
2025-01-22 14:24:21,4.93,23.33,1.68,0.54,3.68,4.08,20.02,3.57,3.28,4.97,3.32,1.13,1.36,24.16,22.79,3.78,29.23,24.27,28.39,3.13
2025-01-22 14:24:22,2.91,3.31,4.79,4.97,4.33,4.23,1.64,1.92,4.35,24.66,24.4,1.36,1.0,1.39,1.52,0.8,23.33,2.23,25.31,25.8
2025-01-22 14:24:23,2.58,28.43,4.2,3.36,1.83,24.71,4.58,27.48,23.94,25.73,3.71,20.48,21.24,26.86,23.65,29.67,1.75,1.55,2.78,2.25
2025-01-22 14:24:24,0.63,0.83,1.25,4.4,1.86,1.79,1.45,27.97,1.34,21.34,2.06,26.45,4.41,1.87,28.32,0.82,0.77,3.42,1.24,24.34
2025-01-22 14:24:25,26.53,26.22,20.29,25.78,1.27,1.76,1.18,0.85,23.13,2.94,4.56,26.94,1.2,22.21,26.06,27.62,29.14,1.78,2.06,24.44
2025-01-22 14:24:26,21.01,3.05,21.74,4.18,21.87,3.28,1.47,26.15,0.86,3.59,2.53,2.62,25.76,4.82,1.71,3.66,3.06,1.03,2.1,3.1
2025-01-22 14:24:27,0.59,24.69,1.43,4.38,0.76,0.85,3.58,1.53,1.3,1.7,3.75,22.46,1.85,4.64,1.49,4.67,22.03,0.78,3.38,1.25
2025-01-22 14:24:28,4.13,3.65,2.71,27.47,26.45,4.97,24.32,0.53,2.81,1.41,4.62,28.11,23.24,0.76,23.27,0.53,2.26,1.7,3.96,4.35
2025-01-22 14:24:29,24.31,4.38,1.0,29.62,0.9,29.5,3.18,24.11,20.97,27.69,2.51,1.33,25.96,1.61,20.18,0.68,24.48,4.04,28.22,0.93
2025-01-22 14:24:30,1.16,25.26,25.45,1.98,3.05,4.93,21.61,2.83,1.13,0.84,25.32,1.1,3.08,1.13,1.78,2.19,1.99,4.58,4.29,1.92
2025-01-22 14:24:31,2.41,3.56,24.03,26.22,3.18,25.9,21.94,2.04,1.27,0.87,1.53,26.14,4.37,24.83,27.91,4.76,3.27,20.15,1.65,25.0
2025-01-22 14:24:32,1.54,1.86,1.6,22.29,4.18,0.79,29.63,21.09,0.8,27.24,22.61,20.79,24.16,22.03,26.86,4.38,0.97,4.45,20.91,2.79
2025-01-22 14:24:33,27.53,26.6,3.72,23.56,25.99,4.43,2.16,3.79,23.58,0.93,1.57,21.05,1.67,1.08,26.66,0.52,25.44,1.71,1.15,1.95
2025-01-22 14:24:34,26.2,28.52,4.03,2.24,4.01,1.95,20.54,0.52,1.95,4.56,3.34,3.27,3.41,1.2,2.33,3.04,22.39,28.03,1.1,4.93
2025-01-22 14:24:35,22.53,1.4,2.31,0.67,4.28,2.85,20.88,26.59,1.21,1.33,28.23,2.22,2.54,23.42,1.01,20.95,0.55,0.9,3.89,1.52
2025-01-22 14:24:36,2.05,29.94,26.88,1.0,20.6,4.85,2.7,0.68,4.59,1.25,1.82,2.41,28.91,3.44,2.81,2.08,28.09,1.78,2.94,2.63
2025-01-22 14:24:37,3.33,1.88,1.16,21.64,24.32,0.76,23.64,29.01,4.13,28.68,3.72,0.52,1.23,24.25,4.19,24.83,2.36,1.39,1.73,21.13
2025-01-22 14:24:38,2.32,4.1,23.72,3.82,3.83,0.6,3.02,25.07,3.51,23.42,21.48,2.28,4.46,3.35,26.96,0.82,0.62,2.9,4.16,29.17
2025-01-22 14:24:39,0.77,26.09,4.73,2.62,27.54,23.99,1.31,2.94,3.26,3.16,29.31,21.6,1.34,3.62,1.67,4.88,3.66,2.81,26.74,0.84
2025-01-22 14:24:40,25.07,3.24,20.22,0.89,21.61,1.01,2.22,24.0,1.76,4.38,3.55,23.13,4.96,0.86,1.75,23.49,1.44,3.16,1.04,3.96
2025-01-22 14:24:41,22.19,20.14,1.98,27.35,25.64,3.25,26.29,22.68,1.25,2.75,3.23,27.23,0.89,0.72,0.67,2.27,3.52,22.01,25.45,2.06
2025-01-22 14:24:42,3.07,24.39,1.38,3.63,0.66,1.68,3.18,21.72,23.78,2.5,4.69,27.59,4.16,1.52,4.45,1.87,2.63,2.94,21.6,0.76
2025-01-22 14:24:43,1.41,28.06,27.53,29.36,24.68,4.64,29.68,2.14,2.8,26.15,27.31,4.58,25.98,1.12,4.37,0.72,2.68,21.08,1.42,0.76
2025-01-22 14:24:44,4.28,25.09,23.7,3.72,0.68,22.18,27.63,4.8,1.45,22.24,1.02,2.02,21.84,20.69,22.32,23.56,3.36,1.46,2.62,22.66
2025-01-22 14:24:45,2.83,0.76,4.54,4.84,4.73,21.46,23.53,4.29,0.66,1.85,25.13,2.52,1.73,1.71,22.83,0.69,0.79,0.52,4.52,1.61
2025-01-22 14:24:46,29.65,1.96,24.64,28.51,1.91,2.6,3.41,20.32,22.98,2.55,0.91,28.12,1.16,4.26,1.88,24.34,4.44,20.24,3.05,26.64
2025-01-22 14:24:47,4.85,2.81,3.09,3.09,1.09,1.34,0.52,4.2,0.61,26.99,23.46,1.81,23.0,1.7,0.67,4.16,1.78,1.89,1.95,4.2
2025-01-22 14:24:48,3.98,1.67,4.63,28.03,25.47,1.13,3.51,1.06,25.32,2.77,3.22,3.83,0.8,1.59,1.41,1.65,1.32,0.56,27.4,4.1
2025-01-22 14:24:49,20.68,1.53,2.03,29.58,28.1,0.81,25.37,23.66,2.54,26.23,26.97,1.88,28.36,0.55,3.28,0.57,0.93,2.81,2.61,25.31
2025-01-22 14:24:50,27.36,0.66,3.89,29.65,29.78,3.69,0.68,0.91,3.4,4.33,0.82,4.68,3.09,4.71,4.33,1.47,22.45,26.73,25.81,4.15
2025-01-22 14:24:51,1.49,23.52,27.36,3.02,1.42,0.89,27.8,1.24,28.68,20.7,1.8,1.45,1.64,20.96,1.18,1.07,25.22,1.51,4.42,1.97
2025-01-22 14:24:52,0.65,4.14,2.81,1.4,1.6,25.93,3.74,21.07,1.84,0.68,22.32,3.82,1.73,24.66,21.93,1.26,2.33,3.78,27.52,0.71
2025-01-22 14:24:53,1.65,28.6,0.96,2.61,4.92,27.84,4.36,0.83,0.97,24.14,3.74,2.32,4.09,3.17,25.22,22.02,1.66,3.15,3.53,1.51
2025-01-22 14:24:54,3.79,26.7,1.52,0.54,2.37,1.52,4.71,20.43,1.22,4.74,23.2,4.58,2.51,1.3,3.4,25.82,20.3,1.35,0.73,0.79
2025-01-22 14:24:55,26.27,1.01,2.6,28.95,2.73,1.43,1.61,2.8,23.64,25.47,20.77,1.04,24.57,1.76,0.95,23.07,24.05,4.96,25.6,4.41
2025-01-22 14:24:56,3.54,1.44,3.25,1.38,21.77,3.48,28.31,4.05,2.91,0.79,1.43,1.04,2.83,1.64,3.83,0.6,28.66,0.77,2.05,20.59
2025-01-22 14:24:57,20.11,2.78,27.67,0.97,1.39,24.8,20.71,1.34,1.6,4.45,1.72,2.7,4.99,27.19,3.06,4.85,25.99,4.33,0.56,4.53
2025-01-22 14:24:58,2.96,22.01,1.1,4.71,4.48,25.83,27.74,20.35,0.72,22.04,4.98,23.34,0.51,22.59,1.29,1.39,1.58,28.93,1.58,28.21
2025-01-22 14:24:59,28.39,2.49,28.69,27.02,2.32,3.39,21.25,1.01,0.78,2.17,3.63,2.14,25.21,20.67,4.63,3.27,2.74,21.9,3.07,3.91
2025-01-22 14:25:00,2.96,1.7,2.34,0.73,29.66,20.16,4.85,4.67,1.02,26.49,21.15,2.36,1.25,24.51,2.48,22.78,26.33,1.8,0.69,1.69
2025-01-22 14:25:01,1.42,21.09,4.97,1.98,2.67,2.4,29.91,1.57,4.02,26.78,2.44,4.41,24.96,4.1,24.4,4.68,3.73,1.09,3.99,1.29
2025-01-22 14:25:02,2.4,4.27,1.72,0.91,27.56,27.68,1.55,25.02,4.77,2.2,3.68,0.75,23.61,1.5,1.95,1.46,0.57,1.45,27.47,24.67
2025-01-22 14:25:03,3.91,2.93,3.21,1.8,2.36,22.66,28.68,1.42,27.12,4.9,3.24,0.81,27.74,0.65,0.51,0.99,1.43,23.5,2.48,2.49
2025-01-22 14:25:04,2.18,0.92,0.55,3.19,3.19,1.11,2.13,1.09,4.21,1.26,28.88,4.23,21.59,1.66,3.71,2.4,23.03,0.99,1.65,29.2
2025-01-22 14:25:05,20.71,29.88,25.33,23.64,3.01,1.56,1.33,1.71,1.91,20.81,29.68,0.97,1.43,22.36,1.14,2.56,4.7,29.6,3.89,1.1
2025-01-22 14:25:06,0.62,0.69,1.17,22.51,1.18,0.71,0.94,0.87,26.28,1.51,2.98,0.78,3.36,21.69,21.49,24.31,27.05,4.98,2.43,20.31
2025-01-22 14:25:07,26.02,27.22,23.37,26.66,1.92,0.83,26.37,1.63,0.76,1.87,1.06,21.39,28.42,4.95,27.57,4.7,27.61,3.45,1.5,24.32
2025-01-22 14:25:08,23.84,4.89,24.47,2.13,28.51,1.01,28.78,0.52,3.05,26.73,29.22,24.33,1.78,3.55,0.82,22.67,1.27,1.79,4.74,20.35
2025-01-22 14:25:09,20.6,2.95,3.36,2.98,1.69,3.62,3.63,3.56,25.2,2.23,4.73,4.34,3.7,3.93,0.68,4.38,1.14,1.96,1.81,2.37
2025-01-22 14:25:10,2.62,28.53,26.97,21.47,1.21,26.88,0.51,24.42,2.02,3.45,3.56,4.68,1.87,0.74,4.47,27.38,0.95,1.31,4.4,3.33
2025-01-22 14:25:11,29.87,2.02,4.23,2.72,29.32,28.64,0.99,2.09,28.86,24.21,1.47,1.43,2.16,4.7,1.29,20.48,4.37,2.16,4.84,3.75
2025-01-22 14:25:12,28.96,4.3,0.87,21.48,4.13,4.03,0.94,1.61,22.37,25.75,4.22,4.64,1.79,2.04,2.77,3.64,1.78,24.27,1.28,0.8
2025-01-22 14:25:13,4.55,4.06,1.0,29.78,2.3,1.75,27.09,1.24,1.18,29.23,2.72,2.77,21.74,20.38,3.88,4.07,3.05,22.02,24.64,3.96
2025-01-22 14:25:14,1.54,1.09,1.0,1.6,2.1,2.37,2.05,22.52,20.62,4.54,1.32,0.67,21.03,25.12,22.65,21.82,2.53,4.95,27.49,3.57
2025-01-22 14:25:15,0.74,1.93,4.09,23.42,1.82,21.57,20.86,1.35,1.05,1.22,0.93,22.39,24.84,23.68,1.93,3.84,0.91,27.42,1.38,1.8
2025-01-22 14:25:16,3.71,26.07,1.74,0.72,28.33,2.25,28.13,25.95,2.9,3.76,23.82,1.95,4.19,0.86,3.15,1.64,27.25,3.95,24.75,0.79
2025-01-22 14:25:17,1.68,4.99,2.46,1.14,28.57,24.83,4.31,2.04,1.48,0.82,1.38,3.34,1.23,4.49,1.47,1.65,4.34,4.26,0.61,2.5
2025-01-22 14:25:18,4.34,1.77,4.09,2.32,2.03,1.29,21.14,2.32,0.96,4.88,3.98,24.74,24.94,21.49,28.83,0.78,0.74,20.06,3.77,3.51
2025-01-22 14:25:19,3.69,4.11,1.7,22.49,3.81,1.19,22.07,1.37,1.02,3.75,1.19,3.98,29.84,22.65,29.26,0.75,1.0,26.89,3.28,1.3
2025-01-22 14:25:20,28.09,4.55,3.04,1.64,2.95,2.03,4.94,0.8,1.11,24.58,29.32,2.36,0.87,1.65,21.31,23.82,1.84,1.81,4.67,26.72
2025-01-22 14:25:21,2.64,4.52,2.65,1.87,3.91,1.97,0.77,21.26,2.32,1.92,1.96,29.55,21.06,2.1,0.91,27.71,29.49,4.88,1.8,28.98
2025-01-22 14:25:22,22.54,4.16,3.98,2.85,2.55,25.72,22.86,0.91,0.94,1.69,1.31,22.68,1.76,28.91,23.96,0.96,3.73,0.97,3.92,1.18
2025-01-22 14:25:23,4.13,0.54,22.7,22.78,3.36,2.51,2.23,23.96,27.49,2.57,1.95,2.38,27.41,3.96,2.8,4.46,0.55,27.13,3.4,23.84
2025-01-22 14:25:24,1.27,0.92,29.45,1.49,1.12,25.94,2.38,1.13,0.79,4.15,1.81,22.25,1.4,2.41,1.7,2.05,26.65,1.72,2.07,0.87
2025-01-22 14:25:25,0.99,23.48,22.01,3.93,0.88,1.65,4.03,0.61,1.85,0.99,1.52,1.29,24.55,0.94,1.47,27.98,3.43,3.19,28.51,0.59
2025-01-22 14:25:26,0.86,28.73,0.8,20.02,0.76,3.37,0.78,2.26,20.58,4.34,1.93,28.26,20.58,26.15,3.95,3.61,27.45,2.81,24.33,4.16
2025-01-22 14:25:27,1.52,0.88,3.45,1.99,3.67,0.66,21.52,3.79,1.23,3.44,21.9,21.28,2.37,4.69,1.47,4.47,3.42,2.15,1.48,1.2
2025-01-22 14:25:28,2.07,1.99,2.5,23.85,26.09,28.45,0.82,21.01,0.75,27.79,25.48,1.92,1.7,1.93,3.88,22.88,1.52,0.57,2.84,2.21
2025-01-22 14:25:29,21.23,1.85,1.95,1.35,3.45,1.4,27.54,20.66,1.3,2.08,1.54,25.14,29.27,1.97,1.48,1.92,3.05,23.67,29.37,0.58
2025-01-22 14:25:30,1.08,2.65,3.72,0.87,2.41,2.55,0.89,0.57,3.38,3.07,1.5,1.45,2.73,3.24,1.94,4.94,0.74,4.15,3.74,22.9
2025-01-22 14:25:31,0.87,3.0,20.03,25.72,1.12,0.71,2.38,20.3,2.18,0.93,23.88,27.94,23.05,4.37,1.76,0.94,26.91,26.24,26.67,3.6
2025-01-22 14:25:32,23.13,21.26,28.83,1.69,25.46,21.34,1.45,22.41,3.39,1.09,0.63,0.63,3.1,21.8,0.63,25.87,0.96,28.06,1.74,1.52
2025-01-22 14:25:33,1.76,2.31,3.54,2.75,1.33,28.19,1.84,1.3,26.27,2.19,22.04,4.7,1.38,29.32,1.18,3.21,25.43,1.5,28.87,3.59
2025-01-22 14:25:34,21.09,1.99,0.59,24.23,1.45,1.98,0.91,4.31,29.5,4.63,26.49,4.77,25.23,23.04,27.05,23.31,2.0,1.67,25.43,1.14
2025-01-22 14:25:35,26.74,28.57,21.91,3.85,1.8,1.38,3.79,27.68,0.54,25.89,20.82,0.75,25.15,4.92,2.1,1.52,28.75,1.72,20.99,2.25
2025-01-22 14:25:36,2.56,4.09,22.12,26.97,3.71,0.51,21.45,24.21,1.17,1.11,0.76,29.28,1.99,0.91,24.84,4.94,0.85,2.81,0.59,23.77
2025-01-22 14:25:37,0.82,0.82,26.87,1.41,2.09,1.87,29.56,26.13,24.69,1.14,1.15,23.72,26.81,0.94,22.3,1.43,29.4,23.97,28.96,3.21
2025-01-22 14:25:38,1.63,1.71,1.21,2.63,0.57,0.87,3.01,0.8,2.63,27.42,0.72,28.63,3.24,0.72,0.72,3.24,3.27,3.09,1.11,3.06
2025-01-22 14:25:39,21.87,3.88,2.94,0.97,1.45,2.37,1.71,2.04,2.77,3.04,3.37,2.9,28.48,25.5,20.97,22.58,0.85,1.31,22.24,1.93
2025-01-22 14:25:40,26.32,23.45,3.35,26.2,0.77,2.36,3.65,27.45,3.43,1.25,24.79,4.36,20.22,0.79,23.36,1.63,3.52,0.93,23.17,24.72
2025-01-22 14:25:41,23.29,1.98,4.59,23.99,4.27,3.61,4.19,0.62,4.61,25.11,25.04,29.61,0.62,3.23,2.94,1.57,23.68,1.45,24.68,0.72
2025-01-22 14:25:42,2.77,3.7,4.42,1.65,1.56,4.75,3.74,1.19,21.84,4.92,3.0,21.67,22.6,1.42,4.87,21.15,3.22,2.98,2.08,0.53
2025-01-22 14:25:43,2.94,1.26,0.55,28.97,1.83,2.07,1.12,2.53,1.62,3.32,1.46,0.56,0.95,4.91,4.48,4.18,0.79,20.45,4.46,27.09
2025-01-22 14:25:44,3.08,1.36,28.34,21.01,25.66,4.54,29.45,2.33,1.63,23.07,27.62,1.23,22.47,25.87,20.09,1.79,29.8,1.35,3.28,4.75
2025-01-22 14:25:45,25.94,2.15,4.05,0.63,27.79,20.87,2.96,4.93,1.22,0.82,3.17,3.84,2.51,1.85,23.98,1.88,1.31,25.39,27.3,1.7
2025-01-22 14:25:46,4.45,2.31,0.67,1.75,1.79,0.89,21.32,3.59,24.3,0.77,1.4,4.83,0.79,1.25,23.38,21.98,1.09,25.67,23.17,3.19
2025-01-22 14:25:47,1.27,23.43,26.61,2.0,27.13,28.32,25.17,4.28,1.95,29.58,0.57,2.03,20.54,1.2,0.76,21.22,28.16,1.56,2.95,29.14
2025-01-22 14:25:48,3.71,2.01,24.16,3.69,4.4,0.62,20.17,0.91,20.88,1.51,25.58,0.72,4.7,2.26,1.27,25.21,2.36,1.44,0.52,23.03
2025-01-22 14:25:49,3.59,1.98,1.97,2.89,1.24,1.71,0.84,29.96,0.6,2.03,22.52,3.26,1.6,1.29,1.15,1.48,0.97,1.46,22.91,3.93
2025-01-22 14:25:50,0.7,2.36,2.21,23.07,0.74,2.65,26.65,1.82,28.43,2.73,29.7,20.99,3.36,1.42,1.36,2.57,3.66,29.16,1.17,22.7
2025-01-22 14:25:51,2.46,1.38,24.4,28.76,20.03,3.13,1.96,0.98,2.51,2.45,4.86,0.72,4.25,23.09,0.93,23.89,3.42,3.0,1.6,4.65
2025-01-22 14:25:52,1.85,20.92,27.01,21.12,20.87,4.39,2.57,1.31,0.82,3.69,1.74,0.6,3.22,4.41,28.38,20.54,21.35,1.68,0.97,23.32
2025-01-22 14:25:53,1.19,2.34,1.18,21.47,24.91,1.21,0.96,0.93,0.68,3.2,24.58,0.92,2.29,23.4,22.1,0.74,2.19,3.61,3.49,3.58
2025-01-22 14:25:54,25.05,0.69,21.34,29.89,1.52,4.04,4.01,4.54,2.82,2.26,1.06,2.85,0.8,2.44,25.73,26.59,28.7,4.65,0.85,1.11
2025-01-22 14:25:55,1.13,28.88,3.64,21.58,0.68,23.95,0.62,29.47,29.9,22.52,1.27,20.44,21.48,4.56,3.75,2.24,1.61,27.15,0.54,0.7
2025-01-22 14:25:56,26.49,28.37,1.53,1.0,3.03,22.84,2.48,28.73,4.5,27.46,2.48,4.35,4.64,1.19,2.88,2.0,29.85,0.78,22.69,21.68
2025-01-22 14:25:57,1.25,3.99,21.97,4.13,4.6,2.0,0.86,29.64,4.34,24.56,3.99,3.36,4.46,4.99,3.81,1.58,21.11,1.96,23.06,3.85
2025-01-22 14:25:58,1.81,0.95,0.53,3.73,1.58,1.04,3.03,2.26,25.77,4.13,0.78,29.69,20.23,0.8,4.32,3.99,3.73,3.63,28.49,0.87
2025-01-22 14:25:59,28.78,0.67,1.47,4.3,28.89,3.5,0.66,2.74,3.02,25.32,4.46,25.63,2.51,1.83,24.06,0.74,4.11,1.07,1.68,24.42
2025-01-22 14:26:00,21.62,3.97,0.68,26.87,1.8,21.47,20.52,2.2,4.34,21.15,4.63,21.68,1.22,0.71,2.48,27.69,0.85,23.37,2.75,29.3
2025-01-22 14:26:01,1.54,3.85,1.0,2.98,4.66,26.32,29.33,0.57,3.0,1.59,3.94,2.48,21.91,1.16,2.71,1.9,20.25,4.01,26.99,3.4
2025-01-22 14:26:02,28.6,3.92,26.08,0.72,2.66,24.1,3.04,2.47,4.18,1.54,0.6,20.52,1.25,29.81,0.84,3.51,2.2,21.38,1.52,22.63
2025-01-22 14:26:03,1.92,4.71,21.19,4.39,1.51,22.24,4.04,1.09,1.75,2.21,21.42,3.36,0.69,1.62,29.66,26.63,25.87,1.94,23.04,23.51
2025-01-22 14:26:04,26.49,3.18,1.13,1.83,4.57,4.43,0.59,1.43,3.99,4.48,23.61,28.92,25.65,22.58,24.84,27.36,23.52,1.44,1.74,0.96
2025-01-22 14:26:05,28.0,0.74,1.36,28.8,27.21,2.54,4.26,2.62,2.5,27.94,4.56,1.73,2.44,4.45,4.13,4.61,26.16,3.55,2.89,0.9
2025-01-22 14:26:06,4.03,1.94,2.06,20.68,0.96,2.03,1.84,20.3,1.67,29.44,4.39,24.96,0.95,22.66,4.61,2.65,2.92,0.77,21.34,2.18
2025-01-22 14:26:07,1.45,1.39,25.51,1.76,1.18,27.94,26.15,4.46,21.22,0.76,24.25,25.99,3.2,1.81,0.73,0.51,2.92,2.21,26.88,4.1
2025-01-22 14:26:08,1.05,1.73,25.93,1.77,3.69,1.43,3.88,1.19,25.96,21.53,1.41,4.74,26.67,0.79,25.43,1.13,29.92,4.04,22.22,4.1
2025-01-22 14:26:09,23.14,1.85,1.12,23.95,2.63,0.75,1.61,0.89,1.31,21.86,1.79,23.59,4.1,3.94,4.26,2.11,3.45,1.12,1.61,23.18
2025-01-22 14:26:10,2.31,4.42,23.89,4.39,28.35,0.72,28.62,25.71,27.3,3.64,2.85,4.72,2.77,22.67,27.01,4.77,4.92,0.93,1.32,0.8
2025-01-22 14:26:11,25.35,1.0,0.64,22.67,2.76,1.28,1.59,1.4,0.88,1.24,4.32,2.02,4.15,1.58,0.61,0.91,3.84,1.17,0.95,29.29
2025-01-22 14:26:12,20.63,2.06,0.53,0.58,20.81,1.68,0.95,1.33,2.65,2.91,20.42,25.62,24.91,23.46,3.7,21.81,1.49,4.53,0.91,28.24
2025-01-22 14:26:13,29.01,0.77,4.09,26.38,24.83,2.92,4.71,1.97,26.89,21.37,3.13,4.32,21.36,1.57,22.78,2.17,3.75,22.33,25.52,23.5
2025-01-22 14:26:14,2.38,1.3,1.39,2.51,2.94,3.85,20.08,3.38,3.47,29.91,1.91,3.94,0.75,24.21,2.72,2.22,3.57,0.7,1.56,28.77
2025-01-22 14:26:15,28.23,0.57,1.95,21.56,23.12,0.91,1.12,2.88,27.07,26.32,3.9,1.68,1.8,3.16,20.99,3.58,27.75,25.99,1.21,1.14
2025-01-22 14:26:16,29.18,29.12,3.75,2.36,20.42,3.69,28.95,3.14,1.87,0.67,4.66,20.62,3.35,2.69,2.79,1.63,3.87,3.26,28.15,21.58
2025-01-22 14:26:17,1.48,0.78,1.7,3.41,29.86,21.53,2.18,1.98,0.75,1.64,29.95,22.27,1.28,1.24,4.36,1.44,2.01,1.77,20.51,21.66
2025-01-22 14:26:18,3.27,4.33,3.29,24.65,20.84,1.56,3.75,28.15,1.82,20.52,0.6,1.16,21.21,25.4,1.01,28.59,1.08,20.28,3.52,1.72
2025-01-22 14:26:19,27.28,28.37,22.37,0.61,25.94,0.99,24.23,3.69,21.13,4.65,4.52,2.83,4.19,4.87,1.21,4.23,21.02,29.94,1.15,2.94
2025-01-22 14:26:20,4.93,0.9,21.21,1.78,3.15,0.87,3.0,0.94,1.48,1.77,0.77,1.67,29.78,1.25,26.06,4.17,0.6,1.87,3.01,29.28
2025-01-22 14:26:21,1.5,1.73,27.43,22.34,23.13,25.38,4.1,1.3,26.8,3.01,0.73,1.31,0.67,3.53,3.03,24.04,2.72,29.94,1.43,27.85
2025-01-22 14:26:22,3.47,1.83,1.22,29.08,2.77,1.09,4.44,28.83,1.49,3.17,4.62,1.16,2.33,4.77,23.23,1.85,2.47,23.5,2.08,22.09
2025-01-22 14:26:23,2.08,27.97,27.28,0.61,4.57,1.99,3.23,25.35,1.85,21.78,3.23,1.31,4.51,1.27,25.78,21.62,0.56,2.47,2.46,20.67
2025-01-22 14:26:24,23.93,1.8,3.69,3.64,23.6,4.86,22.44,27.17,1.41,24.16,0.58,28.15,0.74,1.68,0.86,4.68,1.53,1.53,21.35,2.82
2025-01-22 14:26:25,29.72,2.61,28.64,21.2,1.88,25.27,3.01,0.75,3.99,21.93,3.5,4.01,23.39,23.02,4.46,1.47,1.29,4.56,21.94,26.29
2025-01-22 14:26:26,2.72,0.64,0.9,4.0,1.89,4.09,1.93,21.09,5.0,4.32,2.0,28.7,0.54,3.79,1.23,25.58,22.33,22.09,0.92,25.08
2025-01-22 14:26:27,20.21,27.72,23.21,2.72,26.75,27.78,1.35,26.65,2.08,25.97,26.93,0.54,2.73,1.8,3.4,4.98,20.14,3.05,2.87,1.3
2025-01-22 14:26:28,0.98,1.83,2.84,3.68,1.76,0.79,23.5,1.5,23.59,23.08,3.53,4.02,20.82,26.59,2.71,26.12,4.35,28.44,2.32,3.25
2025-01-22 14:26:29,0.52,23.65,24.72,4.43,2.41,26.82,0.98,1.88,22.81,28.94,1.17,24.26,3.9,0.99,2.72,23.47,2.18,2.77,1.89,1.7
2025-01-22 14:26:30,1.21,2.46,25.65,0.57,1.38,24.1,3.21,29.81,1.42,4.68,1.07,0.88,0.96,1.85,4.43,4.78,29.46,3.28,4.47,3.94
2025-01-22 14:26:31,21.99,3.55,1.77,0.55,2.83,3.72,3.66,20.01,0.53,4.49,0.89,3.29,3.56,4.89,3.1,29.53,0.69,24.95,1.83,24.42
2025-01-22 14:26:32,21.89,1.37,2.02,3.84,1.75,20.12,2.91,26.47,27.09,2.73,4.24,23.98,23.9,21.78,29.28,1.55,2.77,21.58,25.21,26.1
2025-01-22 14:26:33,0.69,2.82,3.86,0.84,2.16,2.42,27.83,1.53,26.91,1.66,1.36,27.29,1.39,20.41,20.8,25.72,0.7,1.25,1.71,3.17
2025-01-22 14:26:34,20.68,1.99,0.72,4.35,1.63,0.77,23.8,0.77,27.53,1.27,1.51,22.02,2.18,24.14,25.18,0.97,3.58,0.68,3.2,2.74
2025-01-22 14:26:35,2.72,1.43,3.96,1.38,4.04,25.93,3.15,25.74,0.71,23.52,1.35,3.73,1.9,2.56,2.53,4.07,22.51,0.55,29.84,1.06
2025-01-22 14:26:36,4.48,0.86,1.69,1.67,26.54,2.32,21.48,21.72,2.07,1.35,2.48,0.66,1.4,3.78,1.64,22.04,4.33,24.15,21.51,4.09
2025-01-22 14:26:37,3.92,27.56,23.39,22.37,27.19,3.11,4.89,1.53,1.96,0.6,3.34,1.64,23.27,3.39,2.98,1.27,22.59,23.98,21.42,3.75
2025-01-22 14:26:38,27.99,4.37,21.24,20.64,2.37,1.86,28.12,4.4,24.74,1.38,20.93,21.0,21.15,2.56,1.02,22.72,2.21,0.97,0.55,3.84
2025-01-22 14:26:39,4.4,26.81,0.88,2.77,0.93,29.66,1.15,3.67,29.22,29.41,22.41,0.81,4.85,25.56,3.61,24.05,2.1,2.07,3.43,28.2
2025-01-22 14:26:40,27.97,0.53,1.28,0.52,1.09,21.91,0.79,4.63,3.48,2.32,2.98,20.74,25.11,0.76,1.93,1.47,3.35,1.19,0.51,2.05
2025-01-22 14:26:41,29.31,1.98,1.32,24.23,1.16,1.12,3.22,29.67,26.88,1.21,20.31,25.32,29.63,27.87,0.56,26.53,3.23,0.94,2.27,1.82
